OstryaCarpinifolia,22.8297
UlmusGlabra,20.8378
TiliaCordata,17.7903
CorylusAvellana,16.8344
AlnusCordata,15.9773
QuercusSuber,15.0265
UlmusMinor,14.6109
AcerPseudoplatanus,13.9649
CarpinusBetulus,13.4925
MorusAlba,13.1181
