CornusSanguinea,44.4462
IlexAquifolium,44.3591
DiospyrosKaki,42.8295
CorylusAvellana,41.3976
UlmusMinor,40.2816
CotinusCoggygria,39.1351
PopulusTremula,37.8194
AcerCampestre,37.6327
CrataegusMonogyna,37.5827
CercisSiliquastrum,36.8244
