CorylusAvellana,47.9445
PopulusTremula,36.1561
PyrusPyraster,34.3019
UlmusMinor,32.2343
AlnusCordata,29.9196
DiospyrosKaki,29.4418
OstryaCarpinifolia,29.13
CornusSanguinea,28.7147
CotinusCoggygria,28.4119
CerasusMahaleb,27.2408
