CorylusAvellana,40.4939
PopulusTremula,32.6015
AlnusCordata,30.0871
UlmusMinor,28.1423
DiospyrosKaki,27.2071
PyrusPyraster,26.7819
OstryaCarpinifolia,26.4767
SorbusTorminalis,26.313
CotinusCoggygria,26.0853
ViburnumLantana,26.0725
