CorylusAvellana,48.3252
AlnusCordata,37.4195
UlmusMinor,36.2046
PopulusTremula,34.863
CerasusMahaleb,33.2204
CarpinusBetulus,32.268
OstryaCarpinifolia,32.0941
MorusAlba,32.0757
SorbusTorminalis,31.163
DiospyrosKaki,30.021
